"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"TCGA-CV-A6JE-01A-11R-A31N-07","NA","T","Hs","23587","0","TCGA-HNSC","tumor","B","1.208","1.070","70.590","0.060","3.073"
"TCGA-CV-A6JM-01A-11R-A31N-07","NA","T","Hs","10809","0","TCGA-HNSC","tumor","B","0.246","0.204","44.685","0.000","2.160"
"TCGA-CV-A6JN-01A-11R-A31N-07","NA","T","Hs","22523","0","TCGA-HNSC","tumor","B","0.783","0.142","52.079","0.044","1.656"
"TCGA-CV-A6JO-01B-11R-A34R-07","NA","T","Hs","26819","0","TCGA-HNSC","tumor","B","1.064","0.227","168.595","0.023","1.730"
"TCGA-CV-A6JT-01A-11R-A31N-07","NA","T","Hs","23918","0","TCGA-HNSC","tumor","B","0.911","0.340","61.261","0.048","4.843"
"TCGA-CV-A6JU-01A-11R-A31N-07","NA","T","Hs","32368","0","TCGA-HNSC","tumor","B","1.030","0.227","72.553","0.054","2.579"
"TCGA-CV-A6JY-01A-11R-A31N-07","NA","T","Hs","23194","0","TCGA-HNSC","tumor","B","0.631","0.198","56.699","0.109","5.931"
"TCGA-CV-A6JZ-01A-11R-A31N-07","NA","T","Hs","49021","0","TCGA-HNSC","tumor","B","1.168","0.268","128.606","0.223","7.118"
"TCGA-CV-A6K0-01B-21R-A31N-07","NA","T","Hs","32475","0","TCGA-HNSC","tumor","B","0.725","0.357","144.711","1.337","10.234"
"TCGA-CV-A6K1-01A-11R-A31N-07","NA","T","Hs","27105","0","TCGA-HNSC","tumor","B","1.385","1.178","63.276","0.000","12.448"
"TCGA-CV-A6K2-01A-11R-A31N-07","NA","T","Hs","30043","0","TCGA-HNSC","tumor","B","1.124","0.330","106.999","0.013","3.558"
"TCGA-CW-5580-01A-01R-1672-07","NA","T","Hs","75801","0","TCGA-KIRC","tumor","B","1.093","0.304","137.957","0.027","14.002"
"TCGA-CW-5581-01A-02R-1541-07","NA","T","Hs","48648","0","TCGA-KIRC","tumor","B","1.029","0.691","132.261","0.028","17.167"
"TCGA-CW-5583-01A-02R-1541-07","NA","T","Hs","70627","0","TCGA-KIRC","tumor","B","1.163","0.823","169.840","0.254","27.980"
"TCGA-CW-5584-01A-01R-1541-07","NA","T","Hs","53937","0","TCGA-KIRC","tumor","B","1.088","0.974","124.154","0.067","15.985"
"TCGA-CW-5585-01A-01R-1541-07","NA","T","Hs","70864","0","TCGA-KIRC","tumor","B","1.171","0.826","135.899","0.195","9.388"
"TCGA-CW-5587-01A-01R-1541-07","NA","T","Hs","53172","0","TCGA-KIRC","tumor","B","1.374","0.358","262.302","0.376","13.979"
"TCGA-CW-5588-01A-01R-1541-07","NA","T","Hs","36783","0","TCGA-KIRC","tumor","B","0.893","0.367","101.361","0.614","15.968"
"TCGA-CW-5589-01A-01R-1541-07","NA","T","Hs","52898","0","TCGA-KIRC","tumor","B","1.202","0.626","149.354","0.290","14.122"
"TCGA-CW-5590-01A-01R-1541-07","NA","T","Hs","55523","0","TCGA-KIRC","tumor","B","1.165","0.427","128.919","0.513","14.416"
"TCGA-CW-5591-01A-01R-1541-07","NA","T","Hs","42671","0","TCGA-KIRC","tumor","B","0.893","1.222","165.040","0.414","10.716"
"TCGA-CW-6087-01A-11R-1672-07","NA","T","Hs","68423","0","TCGA-KIRC","tumor","B","1.182","0.176","246.265","0.004","5.023"
"TCGA-CW-6088-01A-11R-1672-07","NA","T","Hs","96982","0","TCGA-KIRC","tumor","B","1.177","0.454","200.656","0.578","23.611"
"TCGA-CW-6090-01A-11R-1672-07","NA","T","Hs","67289","0","TCGA-KIRC","tumor","B","1.123","0.330","108.908","0.000","12.996"
"TCGA-CW-6093-01A-11R-1672-07","NA","T","Hs","63724","0","TCGA-KIRC","tumor","B","1.050","0.355","177.860","0.215","28.224"
"TCGA-CW-6097-01A-11R-1672-07","NA","T","Hs","46414","0","TCGA-KIRC","tumor","B","1.099","0.574","182.393","0.120","17.737"
"TCGA-CX-7082-01A-11R-2016-07","NA","T","Hs","40514","0","TCGA-HNSC","tumor","B","0.684","0.174","119.280","0.093","4.136"
"TCGA-CX-7085-01A-21R-2016-07","NA","T","Hs","30248","0","TCGA-HNSC","tumor","B","0.867","0.401","112.593","0.215","7.016"
"TCGA-CX-7086-01A-11R-2081-07","NA","T","Hs","39081","0","TCGA-HNSC","tumor","B","0.886","0.342","227.526","0.138","2.886"
"TCGA-CX-7219-01A-11R-2016-07","NA","T","Hs","39686","0","TCGA-HNSC","tumor","B","0.817","0.432","176.554","0.065","6.133"
"TCGA-CX-A4AQ-01A-11R-A24Z-07","NA","T","Hs","50259","0","TCGA-HNSC","tumor","B","1.048","0.260","92.410","6.425","11.779"
"TCGA-CZ-4853-01A-01R-1426-07","NA","T","Hs","104646","0","TCGA-KIRC","tumor","B","1.333","0.488","101.481","0.066","5.004"
"TCGA-CZ-4854-01A-01R-1305-07","NA","T","Hs","107036","0","TCGA-KIRC","tumor","B","1.332","0.633","112.214","0.380","11.650"
"TCGA-CZ-4856-01A-02R-1426-07","NA","T","Hs","57251","0","TCGA-KIRC","tumor","B","1.001","0.435","99.527","0.288","11.764"
"TCGA-CZ-4857-01A-01R-1305-07","NA","T","Hs","62085","0","TCGA-KIRC","tumor","B","1.114","0.697","104.514","0.064","16.051"
"TCGA-CZ-4858-01A-01R-1305-07","NA","T","Hs","43227","0","TCGA-KIRC","tumor","B","1.165","0.289","125.550","0.217","3.884"
"TCGA-CZ-4859-01A-02R-1426-07","NA","T","Hs","64792","0","TCGA-KIRC","tumor","B","1.159","0.795","152.390","0.026","6.535"
"TCGA-CZ-4860-01A-01R-1305-07","NA","T","Hs","42421","0","TCGA-KIRC","tumor","B","1.025","0.308","107.647","0.040","3.168"
"TCGA-CZ-4861-01A-01R-1305-07","NA","T","Hs","56004","0","TCGA-KIRC","tumor","B","1.133","0.419","105.360","0.232","5.245"
"TCGA-CZ-4862-01A-01R-1305-07","NA","T","Hs","56778","0","TCGA-KIRC","tumor","B","1.143","0.644","207.676","1.691","21.574"
"TCGA-CZ-4863-01A-01R-1503-07","NA","T","Hs","76924","0","TCGA-KIRC","tumor","B","1.191","0.475","163.065","0.096","16.116"
"TCGA-CZ-4864-01A-01R-1503-07","NA","T","Hs","135765","0","TCGA-KIRC","tumor","B","1.302","0.300","174.398","0.026","9.218"
"TCGA-CZ-4865-01A-02R-1503-07","NA","T","Hs","71473","0","TCGA-KIRC","tumor","B","1.048","0.271","130.349","0.032","18.862"
"TCGA-CZ-4866-01A-01R-1503-07","NA","T","Hs","101535","0","TCGA-KIRC","tumor","B","0.889","0.293","81.644","0.229","8.707"
"TCGA-CZ-5451-01A-01R-1503-07","NA","T","Hs","36633","0","TCGA-KIRC","tumor","B","0.882","0.542","104.672","0.161","9.752"
"TCGA-CZ-5452-01A-01R-1503-07","NA","T","Hs","68412","0","TCGA-KIRC","tumor","B","1.373","0.279","127.005","0.105","6.679"
"TCGA-CZ-5453-01A-01R-1503-07","NA","T","Hs","66085","0","TCGA-KIRC","tumor","B","1.107","0.429","76.615","0.121","7.673"
"TCGA-CZ-5454-01A-01R-1503-07","NA","T","Hs","56361","0","TCGA-KIRC","tumor","B","1.308","0.317","109.584","0.053","5.047"
"TCGA-CZ-5455-01A-01R-1503-07","NA","T","Hs","87133","0","TCGA-KIRC","tumor","B","1.172","0.197","185.125","0.381","10.445"
"TCGA-CZ-5456-01A-01R-1503-07","NA","T","Hs","45199","0","TCGA-KIRC","tumor","B","1.012","0.321","81.693","0.032","6.137"
"TCGA-CZ-5457-01A-01R-1503-07","NA","T","Hs","57713","0","TCGA-KIRC","tumor","B","0.893","0.225","91.721","0.036","11.296"
"TCGA-CZ-5458-01A-01R-1503-07","NA","T","Hs","61776","0","TCGA-KIRC","tumor","B","1.090","1.077","99.230","0.132","16.556"
"TCGA-CZ-5459-01A-01R-1503-07","NA","T","Hs","41825","0","TCGA-KIRC","tumor","B","1.241","0.910","76.035","0.203","9.737"
"TCGA-CZ-5460-01A-01R-1503-07","NA","T","Hs","66978","0","TCGA-KIRC","tumor","B","1.288","0.337","72.331","0.228","7.541"
"TCGA-CZ-5461-01A-01R-1503-07","NA","T","Hs","59653","0","TCGA-KIRC","tumor","B","1.024","0.398","129.266","0.321","12.473"
"TCGA-CZ-5462-01A-01R-1503-07","NA","T","Hs","71653","0","TCGA-KIRC","tumor","B","1.260","0.272","207.292","0.131","7.157"
"TCGA-CZ-5463-01A-01R-1503-07","NA","T","Hs","100263","0","TCGA-KIRC","tumor","B","1.196","0.213","152.925","0.032","8.619"
"TCGA-CZ-5464-01A-01R-1503-07","NA","T","Hs","72608","0","TCGA-KIRC","tumor","B","1.297","0.449","95.325","0.245","14.666"
"TCGA-CZ-5465-01A-01R-1503-07","NA","T","Hs","83463","0","TCGA-KIRC","tumor","B","1.025","0.239","131.503","0.046","8.921"
"TCGA-CZ-5466-01A-01R-1503-07","NA","T","Hs","29651","0","TCGA-KIRC","tumor","B","0.866","0.555","74.664","0.295","6.457"
"TCGA-CZ-5467-01A-01R-1503-07","NA","T","Hs","54989","0","TCGA-KIRC","tumor","B","1.036","0.407","128.691","0.000","12.964"
"TCGA-CZ-5468-01A-01R-1503-07","NA","T","Hs","51553","0","TCGA-KIRC","tumor","B","1.106","0.299","77.875","0.033","11.467"
"TCGA-CZ-5469-01A-01R-1503-07","NA","T","Hs","52870","0","TCGA-KIRC","tumor","B","0.984","0.366","36.140","0.014","7.588"
"TCGA-CZ-5470-01A-01R-1503-07","NA","T","Hs","65996","0","TCGA-KIRC","tumor","B","1.111","0.260","65.310","0.044","4.791"
"TCGA-CZ-5982-01A-11R-1672-07","NA","T","Hs","54055","0","TCGA-KIRC","tumor","B","1.132","0.548","172.294","0.055","14.601"
"TCGA-CZ-5984-01A-11R-1672-07","NA","T","Hs","67028","0","TCGA-KIRC","tumor","B","1.119","0.225","119.264","0.233","10.479"
"TCGA-CZ-5985-01A-11R-1672-07","NA","T","Hs","71911","0","TCGA-KIRC","tumor","B","1.286","0.233","157.173","0.259","8.157"
"TCGA-CZ-5986-01A-11R-1672-07","NA","T","Hs","47635","0","TCGA-KIRC","tumor","B","1.143","0.196","182.275","0.349","14.001"
"TCGA-CZ-5987-01A-11R-1672-07","NA","T","Hs","37534","0","TCGA-KIRC","tumor","B","1.268","0.285","78.840","0.015","4.098"
"TCGA-CZ-5988-01A-11R-1672-07","NA","T","Hs","35928","0","TCGA-KIRC","tumor","B","1.057","0.236","149.841","0.195","20.980"
"TCGA-CZ-5989-01A-11R-1672-07","NA","T","Hs","26751","0","TCGA-KIRC","tumor","B","0.820","0.346","99.309","0.008","8.667"
"TCGA-D1-A0ZN-01A-11R-A118-07","NA","T","Hs","22977","0","TCGA-UCEC","tumor","B","-1.000","0.533","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZO-01A-11R-A118-07","NA","T","Hs","27011","0","TCGA-UCEC","tumor","B","-1.000","0.686","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZP-01A-21R-A10J-07","NA","T","Hs","21632","0","TCGA-UCEC","tumor","B","-1.000","0.319","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZQ-01A-11R-A118-07","NA","T","Hs","32222","0","TCGA-UCEC","tumor","B","-1.000","0.842","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZR-01A-21R-A10J-07","NA","T","Hs","40844","0","TCGA-UCEC","tumor","B","-1.000","0.950","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZS-01A-11R-A118-07","NA","T","Hs","25519","0","TCGA-UCEC","tumor","B","-1.000","0.280","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZU-01A-11R-A10J-07","NA","T","Hs","23531","0","TCGA-UCEC","tumor","B","-1.000","0.352","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZV-01A-11R-A10J-07","NA","T","Hs","25369","0","TCGA-UCEC","tumor","B","-1.000","0.309","-1.000","-1.000","-1.000"
"TCGA-D1-A0ZZ-01A-11R-A10J-07","NA","T","Hs","23138","0","TCGA-UCEC","tumor","B","-1.000","0.460","-1.000","-1.000","-1.000"
"TCGA-D1-A101-01A-12R-A10J-07","NA","T","Hs","15595","0","TCGA-UCEC","tumor","B","-1.000","0.512","-1.000","-1.000","-1.000"
"TCGA-D1-A102-01A-11R-A10J-07","NA","T","Hs","24916","0","TCGA-UCEC","tumor","B","-1.000","0.199","-1.000","-1.000","-1.000"
"TCGA-D1-A103-01A-11R-A10J-07","NA","T","Hs","33395","0","TCGA-UCEC","tumor","B","-1.000","1.230","-1.000","-1.000","-1.000"
"TCGA-D1-A15V-01A-11R-A118-07","NA","T","Hs","24289","0","TCGA-UCEC","tumor","B","-1.000","0.325","-1.000","-1.000","-1.000"
"TCGA-D1-A15W-01A-11R-A118-07","NA","T","Hs","25826","0","TCGA-UCEC","tumor","B","-1.000","0.460","-1.000","-1.000","-1.000"
"TCGA-D1-A15X-01A-11R-A118-07","NA","T","Hs","25680","0","TCGA-UCEC","tumor","B","-1.000","0.673","-1.000","-1.000","-1.000"
"TCGA-D1-A15Z-01A-11R-A118-07","NA","T","Hs","15649","0","TCGA-UCEC","tumor","B","-1.000","0.271","-1.000","-1.000","-1.000"
"TCGA-D1-A160-01A-11R-A118-07","NA","T","Hs","21460","0","TCGA-UCEC","tumor","B","-1.000","1.041","-1.000","-1.000","-1.000"
"TCGA-D1-A161-01A-11R-A118-07","NA","T","Hs","21213","0","TCGA-UCEC","tumor","B","-1.000","0.312","-1.000","-1.000","-1.000"
"TCGA-D1-A162-01A-11R-A118-07","NA","T","Hs","26358","0","TCGA-UCEC","tumor","B","-1.000","0.459","-1.000","-1.000","-1.000"
"TCGA-D1-A163-01A-11R-A12I-07","NA","T","Hs","24897","0","TCGA-UCEC","tumor","B","-1.000","0.457","-1.000","-1.000","-1.000"
"TCGA-D1-A165-01A-11R-A12I-07","NA","T","Hs","22129","0","TCGA-UCEC","tumor","B","-1.000","0.596","-1.000","-1.000","-1.000"
"TCGA-D1-A167-01A-11R-A12I-07","NA","T","Hs","21861","0","TCGA-UCEC","tumor","B","-1.000","0.203","-1.000","-1.000","-1.000"
"TCGA-D1-A168-01A-31R-A12I-07","NA","T","Hs","10456","0","TCGA-UCEC","tumor","B","-1.000","0.616","-1.000","-1.000","-1.000"
"TCGA-D1-A169-01A-11R-A12I-07","NA","T","Hs","15837","0","TCGA-UCEC","tumor","B","-1.000","0.715","-1.000","-1.000","-1.000"
"TCGA-D1-A16B-01A-11R-A12I-07","NA","T","Hs","25266","0","TCGA-UCEC","tumor","B","-1.000","0.250","-1.000","-1.000","-1.000"
"TCGA-D1-A16D-01A-11R-A12I-07","NA","T","Hs","21370","0","TCGA-UCEC","tumor","B","-1.000","0.495","-1.000","-1.000","-1.000"
"TCGA-D1-A16E-01A-22R-A12I-07","NA","T","Hs","26514","0","TCGA-UCEC","tumor","B","-1.000","0.587","-1.000","-1.000","-1.000"
"TCGA-D1-A16F-01A-11R-A12I-07","NA","T","Hs","24922","0","TCGA-UCEC","tumor","B","-1.000","0.654","-1.000","-1.000","-1.000"
"TCGA-D1-A16G-01A-31R-A12I-07","NA","T","Hs","18290","0","TCGA-UCEC","tumor","B","-1.000","0.329","-1.000","-1.000","-1.000"
"TCGA-D1-A16I-01A-11R-A12I-07","NA","T","Hs","24867","0","TCGA-UCEC","tumor","B","-1.000","0.887","-1.000","-1.000","-1.000"
"TCGA-D1-A16J-01A-11R-A12I-07","NA","T","Hs","23803","0","TCGA-UCEC","tumor","B","-1.000","0.246","-1.000","-1.000","-1.000"
"TCGA-D1-A16N-01A-11R-A12I-07","NA","T","Hs","24739","0","TCGA-UCEC","tumor","B","-1.000","0.586","-1.000","-1.000","-1.000"
"TCGA-D1-A16O-01A-11R-A12I-07","NA","T","Hs","22158","0","TCGA-UCEC","tumor","B","-1.000","0.254","-1.000","-1.000","-1.000"
"TCGA-D1-A16Q-01A-12R-A12I-07","NA","T","Hs","27785","0","TCGA-UCEC","tumor","B","-1.000","0.843","-1.000","-1.000","-1.000"
"TCGA-D1-A16R-01A-11R-A12I-07","NA","T","Hs","22530","0","TCGA-UCEC","tumor","B","-1.000","0.529","-1.000","-1.000","-1.000"
"TCGA-D1-A16S-01A-11R-A12I-07","NA","T","Hs","26480","0","TCGA-UCEC","tumor","B","-1.000","0.445","-1.000","-1.000","-1.000"
"TCGA-D1-A16V-01A-11R-A12I-07","NA","T","Hs","24590","0","TCGA-UCEC","tumor","B","-1.000","0.899","-1.000","-1.000","-1.000"
"TCGA-D1-A16X-01A-11R-A12I-07","NA","T","Hs","16878","0","TCGA-UCEC","tumor","B","-1.000","0.183","-1.000","-1.000","-1.000"
"TCGA-D1-A16Y-01A-31R-A12I-07","NA","T","Hs","16463","0","TCGA-UCEC","tumor","B","-1.000","0.191","-1.000","-1.000","-1.000"
"TCGA-D1-A174-01A-11R-A12I-07","NA","T","Hs","15172","0","TCGA-UCEC","tumor","B","-1.000","0.241","-1.000","-1.000","-1.000"
"TCGA-D1-A175-01A-11R-A12I-07","NA","T","Hs","33422","0","TCGA-UCEC","tumor","B","-1.000","0.937","-1.000","-1.000","-1.000"
"TCGA-D1-A176-01A-11R-A12I-07","NA","T","Hs","28003","0","TCGA-UCEC","tumor","B","-1.000","0.848","-1.000","-1.000","-1.000"
"TCGA-D1-A177-01A-21R-A12I-07","NA","T","Hs","30688","0","TCGA-UCEC","tumor","B","-1.000","0.662","-1.000","-1.000","-1.000"
"TCGA-D1-A179-01A-11R-A12I-07","NA","T","Hs","30083","0","TCGA-UCEC","tumor","B","-1.000","0.232","-1.000","-1.000","-1.000"
"TCGA-D1-A17A-01A-11R-A12I-07","NA","T","Hs","22241","0","TCGA-UCEC","tumor","B","-1.000","0.711","-1.000","-1.000","-1.000"
"TCGA-D1-A17B-01A-22R-A12I-07","NA","T","Hs","18924","0","TCGA-UCEC","tumor","B","-1.000","0.493","-1.000","-1.000","-1.000"
"TCGA-D1-A17C-01A-11R-A12I-07","NA","T","Hs","15618","0","TCGA-UCEC","tumor","B","-1.000","1.048","-1.000","-1.000","-1.000"
"TCGA-D1-A17D-01A-12R-A12I-07","NA","T","Hs","17041","0","TCGA-UCEC","tumor","B","-1.000","0.352","-1.000","-1.000","-1.000"
"TCGA-D1-A17F-01A-11R-A12I-07","NA","T","Hs","22339","0","TCGA-UCEC","tumor","B","-1.000","0.226","-1.000","-1.000","-1.000"
"TCGA-D1-A17H-01A-11R-A12I-07","NA","T","Hs","22403","0","TCGA-UCEC","tumor","B","-1.000","0.445","-1.000","-1.000","-1.000"
"TCGA-D1-A17K-01A-11R-A12I-07","NA","T","Hs","25957","0","TCGA-UCEC","tumor","B","-1.000","0.422","-1.000","-1.000","-1.000"
"TCGA-D1-A17L-01A-11R-A12I-07","NA","T","Hs","29527","0","TCGA-UCEC","tumor","B","-1.000","0.666","-1.000","-1.000","-1.000"
"TCGA-D1-A17M-01A-21R-A12I-07","NA","T","Hs","14291","0","TCGA-UCEC","tumor","B","-1.000","0.536","-1.000","-1.000","-1.000"
"TCGA-D1-A17N-01A-11R-A12I-07","NA","T","Hs","14926","0","TCGA-UCEC","tumor","B","-1.000","0.610","-1.000","-1.000","-1.000"
"TCGA-D1-A17Q-01A-11R-A12I-07","NA","T","Hs","16139","0","TCGA-UCEC","tumor","B","-1.000","0.505","-1.000","-1.000","-1.000"
"TCGA-D1-A17R-01A-11R-A12I-07","NA","T","Hs","19491","0","TCGA-UCEC","tumor","B","-1.000","0.575","-1.000","-1.000","-1.000"
"TCGA-D1-A17S-01A-11R-A12I-07","NA","T","Hs","18949","0","TCGA-UCEC","tumor","B","-1.000","0.416","-1.000","-1.000","-1.000"
"TCGA-D1-A17T-01A-11R-A12I-07","NA","T","Hs","25672","0","TCGA-UCEC","tumor","B","-1.000","0.222","-1.000","-1.000","-1.000"
"TCGA-D1-A17U-01A-21R-A12I-07","NA","T","Hs","25606","0","TCGA-UCEC","tumor","B","-1.000","0.833","-1.000","-1.000","-1.000"
"TCGA-D1-A1NS-01A-11R-A14D-07","NA","T","Hs","24194","0","TCGA-UCEC","tumor","B","-1.000","0.315","-1.000","-1.000","-1.000"
"TCGA-D1-A1NU-01A-11R-A14D-07","NA","T","Hs","35350","0","TCGA-UCEC","tumor","B","-1.000","0.534","-1.000","-1.000","-1.000"
"TCGA-D1-A1NW-01A-11R-A14M-07","NA","T","Hs","34902","0","TCGA-UCEC","tumor","B","-1.000","0.472","-1.000","-1.000","-1.000"
"TCGA-D1-A1NX-01A-11R-A16F-07","NA","T","Hs","34436","0","TCGA-UCEC","tumor","B","-1.000","0.527","-1.000","-1.000","-1.000"
"TCGA-D1-A1NY-01A-11R-A16F-07","NA","T","Hs","34587","0","TCGA-UCEC","tumor","B","-1.000","0.570","-1.000","-1.000","-1.000"
"TCGA-D1-A1NZ-01A-21R-A14D-07","NA","T","Hs","38585","0","TCGA-UCEC","tumor","B","-1.000","0.657","-1.000","-1.000","-1.000"
"TCGA-D1-A1O0-01A-11R-A17B-07","NA","T","Hs","51467","0","TCGA-UCEC","tumor","B","-1.000","0.658","-1.000","-1.000","-1.000"
"TCGA-D1-A1O5-01A-11R-A14D-07","NA","T","Hs","24434","0","TCGA-UCEC","tumor","B","-1.000","0.312","-1.000","-1.000","-1.000"
"TCGA-D1-A1O7-01A-11R-A14D-07","NA","T","Hs","29095","0","TCGA-UCEC","tumor","B","-1.000","0.356","-1.000","-1.000","-1.000"
"TCGA-D1-A1O8-01A-11R-A14D-07","NA","T","Hs","11667","0","TCGA-UCEC","tumor","B","-1.000","0.363","-1.000","-1.000","-1.000"
"TCGA-D1-A2G0-01A-11R-A32Y-07","NA","T","Hs","25898","0","TCGA-UCEC","tumor","B","0.916","0.177","72.626","0.022","7.330"
"TCGA-D1-A2G5-01A-11R-A17B-07","NA","T","Hs","40218","0","TCGA-UCEC","tumor","B","-1.000","0.614","-1.000","-1.000","-1.000"
"TCGA-D1-A2G6-01A-11R-A17B-07","NA","T","Hs","37664","0","TCGA-UCEC","tumor","B","-1.000","0.567","-1.000","-1.000","-1.000"
"TCGA-D1-A2G7-01A-21R-A180-07","NA","T","Hs","33041","0","TCGA-UCEC","tumor","B","-1.000","0.426","-1.000","-1.000","-1.000"
"TCGA-D1-A3DA-01A-12R-A213-07","NA","T","Hs","36694","0","TCGA-UCEC","tumor","B","1.137","0.499","187.122","0.007","1.194"
"TCGA-D1-A3DG-01A-11R-A19W-07","NA","T","Hs","44653","0","TCGA-UCEC","tumor","B","1.526","0.426","194.364","0.469","3.812"
"TCGA-D1-A3DH-01A-11R-A19W-07","NA","T","Hs","41628","0","TCGA-UCEC","tumor","B","1.247","0.267","225.719","0.206","6.135"
"TCGA-D1-A3JP-01A-31R-A22K-07","NA","T","Hs","37758","0","TCGA-UCEC","tumor","B","0.791","0.165","115.757","0.017","2.346"
"TCGA-D1-A3JQ-01A-11R-A22K-07","NA","T","Hs","55650","0","TCGA-UCEC","tumor","B","0.908","0.135","153.057","0.121","7.253"
"TCGA-D3-A5GT-01A-12R-A311-07","NA","T","Hs","35698","0","TCGA-SKCM","tumor","B","1.229","0.197","36.626","0.003","9.990"
"TCGA-D5-5537-01A-21R-1928-07","NA","T","Hs","32405","0","TCGA-COAD","tumor","B","0.681","0.258","88.323","0.144","3.486"
"TCGA-D5-5538-01A-01R-1653-07","NA","T","Hs","27077","0","TCGA-COAD","tumor","B","0.758","0.205","114.233","0.160","4.211"
"TCGA-D5-5539-01A-01R-1653-07","NA","T","Hs","32568","0","TCGA-COAD","tumor","B","0.772","0.233","143.217","0.123","3.833"
"TCGA-D5-5540-01A-01R-1653-07","NA","T","Hs","24415","0","TCGA-COAD","tumor","B","0.819","0.095","47.278","0.025","1.019"
"TCGA-D5-5541-01A-01R-1653-07","NA","T","Hs","38869","0","TCGA-COAD","tumor","B","0.741","0.208","145.192","0.221","4.962"
"TCGA-D5-6529-01A-11R-1774-07","NA","T","Hs","35562","0","TCGA-COAD","tumor","B","1.018","0.504","132.219","0.128","4.891"
"TCGA-D5-6530-01A-11R-1723-07","NA","T","Hs","41019","0","TCGA-COAD","tumor","B","1.041","0.251","159.719","0.230","3.969"
"TCGA-D5-6531-01A-11R-1723-07","NA","T","Hs","33107","0","TCGA-COAD","tumor","B","0.962","0.179","140.523","0.007","3.521"
"TCGA-D5-6532-01A-11R-1723-07","NA","T","Hs","34455","0","TCGA-COAD","tumor","B","0.897","0.322","118.113","0.118","4.311"
"TCGA-D5-6533-01A-11R-1723-07","NA","T","Hs","36201","0","TCGA-COAD","tumor","B","0.792","0.279","153.651","0.203","4.663"
"TCGA-D5-6534-01A-21R-1928-07","NA","T","Hs","48857","0","TCGA-COAD","tumor","B","0.898","0.579","157.311","0.341","9.225"
"TCGA-D5-6535-01A-11R-1723-07","NA","T","Hs","46546","0","TCGA-COAD","tumor","B","1.019","0.318","147.837","0.142","3.950"
"TCGA-D5-6536-01A-11R-1723-07","NA","T","Hs","39245","0","TCGA-COAD","tumor","B","1.140","0.443","163.612","0.587","4.505"
"TCGA-D5-6537-01A-11R-1723-07","NA","T","Hs","32009","0","TCGA-COAD","tumor","B","0.698","0.144","111.910","0.022","2.669"
"TCGA-D5-6538-01A-11R-1723-07","NA","T","Hs","38055","0","TCGA-COAD","tumor","B","0.728","0.097","79.167","0.020","5.546"
"TCGA-D5-6539-01A-11R-1723-07","NA","T","Hs","36836","0","TCGA-COAD","tumor","B","0.763","0.294","125.280","0.110","4.347"
"TCGA-D5-6540-01A-11R-1723-07","NA","T","Hs","37994","0","TCGA-COAD","tumor","B","0.792","0.192","146.473","0.008","7.405"
"TCGA-D5-6541-01A-11R-1723-07","NA","T","Hs","41615","0","TCGA-COAD","tumor","B","0.787","0.197","114.890","0.009","6.001"
"TCGA-D5-6898-01A-11R-1928-07","NA","T","Hs","33291","0","TCGA-COAD","tumor","B","0.781","0.399","154.920","0.261","8.058"
"TCGA-D5-6920-01A-11R-1928-07","NA","T","Hs","35776","0","TCGA-COAD","tumor","B","0.698","0.275","114.079","0.203","4.298"
"TCGA-D5-6922-01A-11R-1928-07","NA","T","Hs","49848","0","TCGA-COAD","tumor","B","1.017","0.497","237.422","0.420","10.300"
"TCGA-D5-6923-01A-11R-A32Z-07","NA","T","Hs","42574","0","TCGA-COAD","tumor","B","0.751","0.323","145.533","0.278","9.100"
"TCGA-D5-6924-01A-11R-1928-07","NA","T","Hs","24327","0","TCGA-COAD","tumor","B","0.900","0.406","139.744","0.274","6.179"
"TCGA-D5-6926-01A-11R-1928-07","NA","T","Hs","39527","0","TCGA-COAD","tumor","B","0.756","0.433","140.911","0.000","9.058"
"TCGA-D5-6927-01A-21R-1928-07","NA","T","Hs","27323","0","TCGA-COAD","tumor","B","0.965","0.302","173.682","0.031","9.204"
"TCGA-D5-6928-01A-11R-1928-07","NA","T","Hs","53529","0","TCGA-COAD","tumor","B","0.985","0.263","199.900","0.037","7.326"
"TCGA-D5-6929-01A-31R-1928-07","NA","T","Hs","25003","0","TCGA-COAD","tumor","B","0.693","0.300","60.831","0.024","3.790"
"TCGA-D5-6930-01A-11R-1928-07","NA","T","Hs","25559","0","TCGA-COAD","tumor","B","0.927","0.235","126.684","0.141","8.599"
"TCGA-D5-6931-01A-11R-1928-07","NA","T","Hs","34322","0","TCGA-COAD","tumor","B","1.002","0.246","152.178","0.170","6.653"
"TCGA-D5-6932-01A-11R-1928-07","NA","T","Hs","32911","0","TCGA-COAD","tumor","B","0.862","0.318","84.406","0.119","8.567"
"TCGA-D5-7000-01A-11R-A32Z-07","NA","T","Hs","40145","0","TCGA-COAD","tumor","B","0.797","0.194","131.823","0.105","6.128"
