"Sample","WGS/WES","Source","Organism","Events","Hyper","Body Site/Study","Status","Type","AEI","REI","ADAR","ADARB1","ADARB2"
"SRR1397266","SRR8233694","G","Hs","139532","0","Brain - Cerebellar Hemisphere","normal","B","2.385","3.382","111.472","77.645","5.100"
"SRR1397292","SRR8233294","G","Hs","51397","0","Colon - Transverse","normal","B","1.889","2.519","69.224","17.068","0.012"
"SRR1397312","SRR8233194","G","Hs","68988","0","Esophagus - Muscularis","normal","B","1.704","10.007","85.307","66.912","0.922"
"SRR1397329","SRR8233183","G","Hs","10835","0","Heart - Left Ventricle","normal","B","1.285","2.050","10.713","1.629","0.005"
"SRR1397348","NA","G","Hs","48852","0","Esophagus - Gastroesophageal Junction","normal","B","1.309","4.678","68.708","43.633","0.711"
"SRR1397366","SRR8233258","G","Hs","66286","0","Adipose - Subcutaneous","normal","B","1.386","1.684","62.764","16.165","0.179"
"SRR1397390","SRR8233280","G","Hs","34153","0","Esophagus - Mucosa","normal","B","1.197","0.604","50.919","3.734","0.685"
"SRR1397558","SRR8233180","G","Hs","67032","0","Small Intestine - Terminal Ileum","normal","B","1.601","2.608","79.040","11.119","1.440"
"SRR1397627","SRR8233713","G","Hs","30643","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.109","1.245","51.473","14.198","0.378"
"SRR1397649","SRR8233728","G","Hs","113551","0","Thyroid","normal","B","2.069","2.411","81.509","10.697","0.256"
"SRR1397673","SRR8233108","G","Hs","27698","0","Whole Blood","normal","B","0.877","0.300","90.139","0.747","0.469"
"SRR1397697","SRR8233743","G","Hs","26126","0","Cells - Transformed fibroblasts","normal","B","1.009","0.748","93.319","79.443","0.089"
"SRR1397720","SRR8233679","G","Hs","40638","0","Minor Salivary Gland","normal","B","0.994","0.304","24.346","2.419","0.918"
"SRR1397744","SRR8233201","G","Hs","41960","0","Pancreas","normal","B","0.776","0.733","36.967","3.968","0.916"
"SRR1397762","SRR8233755","G","Hs","45988","0","Pancreas","normal","B","0.945","0.879","38.846","4.995","1.944"
"SRR1397781","SRR8233631","G","Hs","72134","12609","Colon - Sigmoid","normal","B","1.077","1.141","43.901","4.671","0.342"
"SRR1397813","SRR8233268","G","Hs","52744","0","Skin - Sun Exposed (Lower leg)","normal","B","1.339","0.776","52.562","21.052","0.265"
"SRR1397837","SRR8233632","G","Hs","36317","0","Artery - Aorta","normal","B","2.245","21.778","68.332","86.992","0.015"
"SRR1397861","NA","G","Hs","116681","0","Thyroid","normal","B","1.738","1.521","103.033","5.492","0.210"
"SRR1397885","SRR8233200","G","Hs","46165","0","Thyroid","normal","B","1.239","1.906","79.222","7.599","0.086"
"SRR1397906","NA","G","Hs","25207","0","Brain - Anterior cingulate cortex (BA24)","normal","B","1.744","0.973","16.631","2.723","10.861"
"SRR1397926","SRR8233734","G","Hs","47853","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.115","1.347","47.147","14.866","0.194"
"SRR1397949","SRR8233697","G","Hs","89273","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","2.018","1.222","61.288","17.591","0.375"
"SRR1397971","SRR8233704","G","Hs","35893","0","Artery - Aorta","normal","B","1.618","14.516","74.384","83.984","0.206"
"SRR1398013","SRR8233144","G","Hs","53113","0","Skin - Sun Exposed (Lower leg)","normal","B","2.049","1.567","59.257","15.991","0.071"
"SRR1398036","SRR8233200","G","Hs","41478","0","Lung","normal","B","0.921","1.986","81.989","33.214","0.431"
"SRR1398057","SRR8233214","G","Hs","152635","0","Pituitary","normal","B","2.098","1.376","118.974","4.511","0.972"
"SRR1398074","SRR8233211","G","Hs","62224","0","Adipose - Visceral (Omentum)","normal","B","2.014","2.109","59.001","11.942","0.121"
"SRR1398095","SRR8233236","G","Hs","39688","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.671","1.374","73.419","13.505","0.572"
"SRR1398114","SRR8233702","G","Hs","43274","0","Adrenal Gland","normal","B","1.082","0.974","49.511","5.348","0.056"
"SRR1398138","SRR8233225","G","Hs","35106","0","Esophagus - Gastroesophageal Junction","normal","B","1.424","7.878","70.294","33.111","1.445"
"SRR1398157","SRR8233694","G","Hs","39750","0","Brain - Caudate (basal ganglia)","normal","B","2.096","2.725","32.175","9.282","7.664"
"SRR1398183","SRR8233233","G","Hs","27227","0","Whole Blood","normal","B","1.899","0.957","18.898","0.569","0.004"
"SRR1398207","SRR8233711","G","Hs","43815","0","Artery - Aorta","normal","B","1.252","18.424","62.491","63.885","0.015"
"SRR1398230","SRR8233178","G","Hs","132771","0","Ovary","normal","B","2.363","1.119","109.587","7.722","0.116"
"SRR1398251","SRR8233210","G","Hs","68689","0","Prostate","normal","B","1.779","0.946","68.720","12.538","0.162"
"SRR1398272","NA","G","Hs","51841","0","Colon - Sigmoid","normal","B","1.942","6.730","95.175","55.910","3.839"
"SRR1398293","SRR8233192","G","Hs","50801","0","Testis","normal","B","1.050","1.011","65.081","8.830","1.938"
"SRR1398311","SRR8233252","G","Hs","30048","0","Heart - Atrial Appendage","normal","B","0.904","0.752","34.281","5.250","0.014"
"SRR1398335","SRR8233192","G","Hs","17416","0","Muscle - Skeletal","normal","B","0.644","2.477","9.286","5.204","0.005"
"SRR1398352","SRR8233236","G","Hs","113316","0","Artery - Aorta","normal","B","2.934","15.242","97.298","35.200","2.351"
"SRR1398371","NA","G","Hs","43889","0","Heart - Atrial Appendage","normal","B","1.695","1.165","22.419","4.182","0.131"
"SRR1398393","NA","G","Hs","62191","0","Cells - Leukemia cell line (CML)","normal","B","0.976","0.478","83.166","6.539","0.007"
"SRR1398411","SRR8233226","G","Hs","45530","0","Brain - Hippocampus","normal","B","1.761","3.285","44.078","28.854","4.794"
"SRR1398430","SRR8233676","G","Hs","94963","0","Small Intestine - Terminal Ileum","normal","B","1.135","0.000","70.828","12.131","1.093"
"SRR1398686","SRR8233188","G","Hs","81735","0","Thyroid","normal","B","1.087","2.385","66.094","5.788","0.054"
"SRR1398706","NA","G","Hs","23089","0","Heart - Atrial Appendage","normal","B","1.539","1.740","18.982","3.220","0.162"
"SRR1398728","SRR8233740","G","Hs","29527","0","Whole Blood","normal","B","1.940","1.515","32.565","2.993","0.253"
"SRR1398752","NA","G","Hs","88490","0","Cells - EBV-transformed lymphocytes","normal","B","1.458","0.319","345.447","0.195","6.365"
"SRR1398775","SRR8233223","G","Hs","70636","0","Testis","normal","B","1.080","1.543","66.118","10.061","2.869"
"SRR1398793","SRR8233679","G","Hs","62645","0","Artery - Tibial","normal","B","2.679","11.407","86.350","123.255","0.144"
"SRR1398815","SRR8233685","G","Hs","118035","0","Prostate","normal","B","1.534","1.766","64.542","19.854","0.345"
"SRR1398839","SRR8233643","G","Hs","92787","61992","Brain - Cerebellum","normal","B","2.283","3.593","82.161","58.013","2.423"
"SRR1398863","SRR8233647","G","Hs","30975","0","Pancreas","normal","B","0.804","1.681","32.214","4.025","2.169"
"SRR1398887","NA","G","Hs","43398","0","Skin - Sun Exposed (Lower leg)","normal","B","1.303","1.561","65.801","27.994","0.317"
"SRR1398905","NA","G","Hs","54456","0","Adrenal Gland","normal","B","1.676","1.488","68.229","11.116","0.348"
"SRR1398924","SRR8233169","G","Hs","47767","0","Adipose - Subcutaneous","normal","B","1.364","1.222","82.635","23.870","0.000"
"SRR1398947","NA","G","Hs","32067","0","Artery - Aorta","normal","B","1.521","18.218","99.938","66.275","0.292"
"SRR1398971","SRR8233176","G","Hs","54796","0","Thyroid","normal","B","1.438","5.086","87.453","13.232","0.252"
"SRR1398992","SRR8233235","G","Hs","155544","0","Brain - Cerebellum","normal","B","2.302","2.810","83.292","56.607","9.742"
"SRR1399009","SRR8233113","G","Hs","31806","0","Testis","normal","B","0.990","1.021","40.308","7.018","1.949"
"SRR1399028","NA","G","Hs","44095","0","Brain - Cortex","normal","B","1.816","2.389","50.022","12.981","7.011"
"SRR1399051","SRR8233219","G","Hs","60648","0","Brain - Anterior cingulate cortex (BA24)","normal","B","2.251","1.429","54.113","10.024","5.018"
"SRR1399069","SRR8233120","G","Hs","42774","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","2.270","1.073","84.905","10.225","0.078"
"SRR1399092","NA","G","Hs","36033","0","Brain - Substantia nigra","normal","B","1.997","1.863","36.447","10.196","11.738"
"SRR1399113","SRR8233119","G","Hs","56304","0","Prostate","normal","B","1.845","16.062","80.409","73.508","0.095"
"SRR1399135","SRR8233194","G","Hs","51952","0","Artery - Aorta","normal","B","1.905","11.903","91.412","84.483","1.299"
"SRR1399156","SRR8233181","G","Hs","26603","0","Stomach","normal","B","0.922","1.770","41.841","8.553","0.343"
"SRR1399178","SRR8233718","G","Hs","46921","0","Esophagus - Muscularis","normal","B","1.318","7.830","55.132","53.449","1.596"
"SRR1399201","NA","G","Hs","75823","0","Brain - Cortex","normal","B","1.675","1.090","58.469","2.385","15.936"
"SRR1399223","NA","G","Hs","56504","0","Cells - Leukemia cell line (CML)","normal","B","0.929","0.480","71.439","5.288","0.030"
"SRR1399247","SRR8233255","G","Hs","66984","0","Stomach","normal","B","1.388","0.690","54.521","7.397","0.658"
"SRR1399271","SRR8233269","G","Hs","44978","0","Testis","normal","B","1.097","2.709","58.805","9.038","3.453"
"SRR1399291","SRR8233719","G","Hs","67420","0","Colon - Sigmoid","normal","B","1.487","5.397","75.455","36.489","0.797"
"SRR1399314","NA","G","Hs","35567","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","0.964","0.431","37.881","7.387","0.538"
"SRR1399335","SRR8233241","G","Hs","45856","0","Adrenal Gland","normal","B","1.185","0.941","46.438","9.445","0.493"
"SRR1399353","SRR8233140","G","Hs","51881","0","Esophagus - Mucosa","normal","B","1.386","1.136","51.060","4.719","0.365"
"SRR1399375","NA","G","Hs","56986","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.899","0.801","48.394","16.201","0.334"
"SRR1399394","SRR8233223","G","Hs","63021","0","Skin - Sun Exposed (Lower leg)","normal","B","1.430","1.336","46.702","14.348","0.227"
"SRR1399413","SRR8233704","G","Hs","38257","0","Skin - Sun Exposed (Lower leg)","normal","B","1.323","1.219","69.530","13.223","0.374"
"SRR1399433","SRR8233510","G","Hs","65132","29500","Whole Blood","normal","B","1.850","1.300","107.440","4.159","0.041"
"SRR1399457","SRR8233135","G","Hs","80185","0","Thyroid","normal","B","1.651","4.138","93.549","7.415","0.058"
"SRR1399501","SRR8233122","G","Hs","72991","0","Testis","normal","B","1.167","1.510","60.910","9.706","2.591"
"SRR1399525","SRR8233632","G","Hs","62528","0","Cells - Transformed fibroblasts","normal","B","1.111","1.074","130.518","35.672","0.000"
"SRR1399711","SRR8233605","G","Hs","49679","20966","Artery - Aorta","normal","B","1.471","14.204","80.362","54.731","0.043"
"SRR1399734","SRR8233176","G","Hs","60952","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.349","2.159","61.554","19.127","0.943"
"SRR1399757","SRR8233306","G","Hs","42327","0","Artery - Aorta","normal","B","1.543","15.230","52.606","47.174","0.045"
"SRR1399779","NA","G","Hs","65462","0","Brain - Frontal Cortex (BA9)","normal","B","1.880","1.661","63.000","17.039","4.508"
"SRR1399797","SRR8233619","G","Hs","74298","0","Adipose - Subcutaneous","normal","B","1.342","1.141","70.782","17.073","0.242"
"SRR1399821","SRR8233142","G","Hs","91141","0","Artery - Aorta","normal","B","2.655","13.011","89.738","75.785","0.030"
"SRR1399843","SRR8233246","G","Hs","49050","0","Artery - Tibial","normal","B","1.838","19.841","56.834","92.627","0.022"
"SRR1399861","SRR8233237","G","Hs","62255","0","Artery - Tibial","normal","B","1.907","22.586","105.728","63.485","0.148"
"SRR1399880","SRR8233676","G","Hs","74355","0","Cells - EBV-transformed lymphocytes","normal","B","1.187","0.397","266.719","0.490","0.853"
"SRR1399904","SRR8233137","G","Hs","101841","0","Brain - Cerebellum","normal","B","2.195","4.852","91.461","55.265","4.630"
"SRR1399926","SRR8233688","G","Hs","111180","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.651","0.850","48.077","7.103","0.080"
"SRR1399950","SRR8233122","G","Hs","113618","0","Nerve - Tibial","normal","B","2.360","2.048","138.553","18.413","3.546"
"SRR1399971","SRR8233237","G","Hs","40873","0","Adipose - Subcutaneous","normal","B","1.963","13.979","121.274","40.602","0.240"
"SRR1399990","SRR8233178","G","Hs","59069","0","Heart - Left Ventricle","normal","B","1.404","0.732","10.108","3.008","0.017"
"SRR1400008","SRR8233708","G","Hs","51526","0","Colon - Sigmoid","normal","B","1.276","3.739","54.292","34.956","1.480"
"SRR1400032","SRR8233717","G","Hs","37324","0","Whole Blood","normal","B","1.134","0.398","137.152","1.862","0.749"
"SRR1400054","SRR8233704","G","Hs","35148","0","Whole Blood","normal","B","1.036","0.612","85.968","3.464","1.290"
"SRR1400078","NA","G","Hs","75760","0","Skin - Sun Exposed (Lower leg)","normal","B","1.828","1.542","78.650","21.102","0.321"
"SRR1400100","SRR8233225","G","Hs","134726","0","Prostate","normal","B","1.948","6.374","66.293","29.608","0.596"
"SRR1400121","SRR8233297","G","Hs","91321","0","Esophagus - Gastroesophageal Junction","normal","B","2.634","18.341","95.544","101.778","1.027"
"SRR1400141","SRR8233681","G","Hs","36482","0","Adrenal Gland","normal","B","1.129","0.000","45.824","4.814","0.340"
"SRR1400159","SRR8233178","G","Hs","62583","0","Breast - Mammary Tissue","normal","B","2.089","2.910","69.018","11.870","0.058"
"SRR1400180","SRR8233128","G","Hs","10801","0","Muscle - Skeletal","normal","B","0.672","0.000","9.514","5.050","0.025"
"SRR1400202","SRR8233106","G","Hs","84378","0","Adipose - Subcutaneous","normal","B","1.886","1.933","87.829","22.814","0.032"
"SRR1400245","SRR8233253","G","Hs","62396","0","Brain - Caudate (basal ganglia)","normal","B","1.808","1.070","37.862","5.132","8.604"
"SRR1400269","SRR8233263","G","Hs","108712","0","Brain - Putamen (basal ganglia)","normal","B","1.812","1.049","38.465","7.124","5.300"
"SRR1400290","SRR8233175","G","Hs","19672","0","Heart - Left Ventricle","normal","B","1.692","0.882","11.819","2.334","0.105"
"SRR1400312","SRR8233749","G","Hs","66641","0","Stomach","normal","B","2.487","4.044","66.252","15.185","1.942"
"SRR1400333","SRR8233110","G","Hs","41250","0","Artery - Tibial","normal","B","2.237","13.306","67.119","108.694","1.156"
"SRR1400355","SRR8233306","G","Hs","50413","0","Artery - Tibial","normal","B","2.554","15.064","69.923","130.646","0.091"
"SRR1400375","NA","G","Hs","109999","0","Brain - Cerebellum","normal","B","2.432","3.185","73.462","55.914","3.149"
"SRR1400397","SRR8233148","G","Hs","28557","0","Heart - Atrial Appendage","normal","B","0.934","0.831","19.912","4.180","0.403"
"SRR1400419","SRR8233727","G","Hs","67726","0","Testis","normal","B","1.052","1.162","68.311","9.097","1.839"
"SRR1400443","SRR8233640","G","Hs","56384","0","Cells - Transformed fibroblasts","normal","B","1.396","1.662","122.378","102.541","0.000"
"SRR1400467","SRR8233107","G","Hs","68065","36076","Skin - Sun Exposed (Lower leg)","normal","B","1.721","0.769","54.135","20.183","0.139"
"SRR1400489","SRR8233233","G","Hs","75205","0","Colon - Sigmoid","normal","B","2.135","6.163","70.092","17.935","3.744"
"SRR1400507","SRR8233167","G","Hs","39110","0","Adrenal Gland","normal","B","1.157","0.735","63.587","5.509","0.119"
"SRR1400530","NA","G","Hs","37892","0","Artery - Tibial","normal","B","1.843","22.773","69.885","235.688","0.123"
"SRR1400551","SRR8233255","G","Hs","18822","0","Muscle - Skeletal","normal","B","0.733","0.547","11.716","6.032","0.129"
"SRR1400730","SRR8233297","G","Hs","75507","0","Adrenal Gland","normal","B","1.642","4.422","56.335","11.832","1.779"
"SRR1400754","SRR8233181","G","Hs","50617","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.361","0.687","67.793","11.930","0.166"
"SRR1400775","SRR8233709","G","Hs","96921","0","Spleen","normal","B","1.443","1.440","115.989","14.634","0.348"
"SRR1400799","SRR8233279","G","Hs","73865","0","Esophagus - Gastroesophageal Junction","normal","B","2.216","13.933","83.639","69.944","0.921"
"SRR1400823","SRR8233682","G","Hs","17435","0","Muscle - Skeletal","normal","B","0.681","0.691","11.726","3.672","0.018"
"SRR1400847","SRR8233701","G","Hs","56864","0","Adipose - Subcutaneous","normal","B","1.712","2.937","70.220","13.477","0.058"
"SRR1400869","SRR8233129","G","Hs","30720","0","Stomach","normal","B","2.034","1.147","28.665","4.364","0.108"
"SRR1400889","SRR8233711","G","Hs","21283","0","Heart - Left Ventricle","normal","B","0.797","0.276","12.217","2.473","0.030"
"SRR1400910","SRR8233749","G","Hs","49093","0","Adipose - Subcutaneous","normal","B","1.719","0.911","69.046","5.541","0.084"
"SRR1400931","SRR8233637","G","Hs","59048","15644","Minor Salivary Gland","normal","B","1.394","0.839","83.382","11.510","3.228"
"SRR1400955","SRR8233622","G","Hs","44841","0","Lung","normal","B","1.140","1.651","76.106","37.012","1.576"
"SRR1400974","SRR8233753","G","Hs","40218","0","Adipose - Subcutaneous","normal","B","1.232","1.626","54.526","8.372","0.567"
"SRR1400997","SRR8233277","G","Hs","46783","0","Brain - Nucleus accumbens (basal ganglia)","normal","B","1.977","2.222","45.928","7.572","8.392"
"SRR1401017","SRR8233706","G","Hs","58005","0","Breast - Mammary Tissue","normal","B","1.652","2.480","94.392","18.620","0.423"
"SRR1401040","NA","G","Hs","63339","0","Esophagus - Gastroesophageal Junction","normal","B","2.139","7.267","40.600","13.280","0.576"
"SRR1401062","SRR8233152","G","Hs","135593","0","Brain - Cerebellum","normal","B","2.429","3.080","92.433","59.686","8.116"
"SRR1401084","SRR8233224","G","Hs","108374","0","Esophagus - Mucosa","normal","B","1.566","0.658","58.912","4.324","0.676"
"SRR1401101","SRR8233622","G","Hs","51241","0","Lung","normal","B","1.151","1.964","75.769","35.803","1.460"
"SRR1401122","SRR8233688","G","Hs","126184","0","Artery - Tibial","normal","B","2.508","18.092","64.427","144.527","0.418"
"SRR1401146","SRR8233693","G","Hs","58584","0","Esophagus - Muscularis","normal","B","1.440","8.063","81.268","53.953","0.667"
"SRR1401164","SRR8233218","G","Hs","106101","0","Artery - Tibial","normal","B","3.067","11.855","81.112","95.321","0.041"
"SRR1401185","SRR8233642","G","Hs","58086","0","Nerve - Tibial","normal","B","1.665","2.157","98.367","22.880","3.731"
"SRR1401211","SRR8233728","G","Hs","81185","0","Adipose - Subcutaneous","normal","B","1.705","4.102","66.846","34.077","0.162"
"SRR1401235","SRR8233266","G","Hs","61915","0","Artery - Tibial","normal","B","2.186","18.918","79.027","147.315","0.236"
"SRR1401252","SRR8233267","G","Hs","81989","0","Adipose - Visceral (Omentum)","normal","B","2.119","2.677","81.739","16.407","0.066"
"SRR1401276","SRR8233217","G","Hs","60744","0","Brain - Hypothalamus","normal","B","1.989","2.326","85.861","15.547","6.860"
"SRR1401295","SRR8233149","G","Hs","34092","0","Brain - Spinal cord (cervical c-1)","normal","B","1.661","1.230","32.586","5.457","20.361"
"SRR1401317","SRR8233708","G","Hs","40453","0","Artery - Coronary","normal","B","1.383","17.072","76.927","55.987","0.601"
"SRR1401341","NA","G","Hs","54901","0","Small Intestine - Terminal Ileum","normal","B","1.073","1.008","64.195","4.999","0.721"
"SRR1401358","SRR8233211","G","Hs","59686","0","Skin - Sun Exposed (Lower leg)","normal","B","1.753","1.264","65.087","14.994","0.118"
"SRR1401379","SRR8233518","G","Hs","17295","0","Muscle - Skeletal","normal","B","0.523","0.197","7.673","12.322","0.060"
"SRR1401403","SRR8233751","G","Hs","63668","0","Vagina","normal","B","1.921","3.785","105.752","30.087","0.820"
"SRR1401424","NA","G","Hs","60567","0","Brain - Cortex","normal","B","2.042","1.931","61.522","14.827","8.973"
"SRR1401446","SRR8233263","G","Hs","45102","0","Heart - Left Ventricle","normal","B","1.399","1.200","12.814","2.798","0.042"
"SRR1401468","NA","G","Hs","71549","0","Adipose - Subcutaneous","normal","B","1.224","1.825","59.170","25.868","0.154"
"SRR1401491","NA","G","Hs","51390","0","Artery - Tibial","normal","B","2.167","14.541","77.398","111.700","0.081"
"SRR1401510","SRR8233207","G","Hs","60578","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.160","0.998","61.645","14.622","0.409"
"SRR1401528","SRR8233639","G","Hs","47690","21530","Pancreas","normal","B","1.274","0.855","34.096","5.025","0.791"
"SRR1401552","SRR8233257","G","Hs","122170","0","Brain - Cerebellum","normal","B","2.541","4.700","102.688","66.909","3.304"
"SRR1401752","SRR8233135","G","Hs","7081","0","Muscle - Skeletal","normal","B","0.523","0.507","8.830","3.171","0.114"
"SRR1401774","SRR8233125","G","Hs","65905","0","Colon - Sigmoid","normal","B","2.162","2.129","92.806","29.588","2.717"
"SRR1401793","SRR8233700","G","Hs","99065","0","Nerve - Tibial","normal","B","2.170","1.743","100.909","14.269","1.482"
"SRR1401815","NA","G","Hs","69564","0","Skin - Not Sun Exposed (Suprapubic)","normal","B","1.291","2.278","46.340","10.595","0.849"
"SRR1401839","SRR8233213","G","Hs","14395","0","Muscle - Skeletal","normal","B","0.573","0.414","10.796","3.993","0.025"
"SRR1401860","SRR8233712","G","Hs","58108","0","Vagina","normal","B","1.282","3.230","81.629","16.194","1.182"
"SRR1401885","SRR8233124","G","Hs","65281","0","Cells - EBV-transformed lymphocytes","normal","B","1.222","0.000","302.176","0.480","0.145"
"SRR1401909","SRR8233681","G","Hs","68511","0","Artery - Aorta","normal","B","1.491","11.948","81.530","44.028","0.329"
"SRR1401933","SRR8176160","G","Hs","69988","0","Spleen","normal","B","1.020","5.560","120.863","14.033","0.093"
"SRR1401953","SRR8233236","G","Hs","145429","0","Brain - Cerebellar Hemisphere","normal","B","2.838","4.499","123.242","99.521","5.559"
"SRR1401972","NA","G","Hs","75632","0","Spleen","normal","B","1.241","1.419","122.870","19.607","0.782"
"SRR1401990","SRR8233178","G","Hs","75851","0","Adipose - Visceral (Omentum)","normal","B","2.227","4.518","69.796","20.688","0.039"
"SRR1402009","SRR8233168","G","Hs","30681","0","Esophagus - Mucosa","normal","B","0.925","2.110","39.455","5.620","0.651"
"SRR1402027","SRR8233644","G","Hs","47072","13022","Colon - Transverse","normal","B","1.171","4.479","52.045","26.025","0.744"
"SRR1402051","SRR8233194","G","Hs","54281","0","Adrenal Gland","normal","B","1.315","1.580","95.466","7.934","0.349"
"SRR1402068","SRR8233726","G","Hs","62762","0","Heart - Left Ventricle","normal","B","2.470","14.127","134.510","39.120","0.078"
"SRR1402091","SRR8233686","G","Hs","32499","0","Pancreas","normal","B","0.701","0.780","22.465","3.088","1.063"
"SRR1402109","SRR8233131","G","Hs","87258","0","Spleen","normal","B","1.235","1.282","106.166","12.413","0.494"
"SRR1402132","SRR8233720","G","Hs","9604","0","Esophagus - Mucosa","normal","B","0.668","0.623","20.826","1.603","0.264"
"SRR1402153","SRR8233220","G","Hs","16589","0","Muscle - Skeletal","normal","B","1.067","0.721","14.437","5.068","0.109"
"SRR1402172","SRR8233751","G","Hs","15273","0","Muscle - Skeletal","normal","B","0.542","0.601","11.258","6.983","0.005"
"SRR1402195","SRR8233258","G","Hs","25913","0","Heart - Left Ventricle","normal","B","0.789","0.420","21.625","6.459","0.053"
"SRR1402219","NA","G","Hs","92523","0","Nerve - Tibial","normal","B","2.262","4.363","95.116","21.768","14.087"
"SRR1402239","NA","G","Hs","67564","0","Brain - Cerebellum","normal","B","2.061","2.150","34.352","16.437","1.978"
"SRR1402261","NA","G","Hs","68681","0","Prostate","normal","B","1.454","1.456","69.941","11.484","0.348"
"SRR1402285","NA","G","Hs","98396","0","Adipose - Visceral (Omentum)","normal","B","2.325","3.045","79.936","11.126","0.220"
"SRR1402307","SRR8233108","G","Hs","27880","0","Cells - Transformed fibroblasts","normal","B","0.975","1.115","97.815","113.361","0.012"
"SRR1402328","SRR8233714","G","Hs","23671","0","Muscle - Skeletal","normal","B","0.576","0.406","14.223","8.600","0.074"
"SRR1402350","SRR8233202","G","Hs","149003","0","Nerve - Tibial","normal","B","2.317","3.767","107.559","29.135","2.303"
"SRR1402368","SRR8233716","G","Hs","44513","0","Whole Blood","normal","B","0.816","0.305","112.647","2.622","0.013"
"SRR1402391","SRR8233633","G","Hs","85491","0","Cells - EBV-transformed lymphocytes","normal","B","1.500","0.207","261.825","0.178","4.740"
"SRR1402414","SRR8233142","G","Hs","33869","0","Heart - Atrial Appendage","normal","B","1.616","0.933","18.843","2.102","0.020"
"SRR1402437","SRR8233531","G","Hs","36320","13228","Esophagus - Mucosa","normal","B","1.325","1.353","51.171","8.674","0.169"
"SRR1402454","SRR8233235","G","Hs","62922","0","Brain - Caudate (basal ganglia)","normal","B","1.916","1.745","39.135","8.763","4.360"
"SRR1402473","SRR8233216","G","Hs","136789","0","Brain - Cerebellar Hemisphere","normal","B","2.231","2.643","98.527","70.209","7.797"
"SRR1402491","SRR8233738","G","Hs","75383","0","Nerve - Tibial","normal","B","1.866","4.604","105.923","26.006","2.249"
"SRR1402513","SRR8233736","G","Hs","98256","0","Brain - Cerebellar Hemisphere","normal","B","2.313","5.278","56.078","41.568","1.681"
"SRR1402563","NA","G","Hs","32735","0","Cells - Leukemia cell line (CML)","normal","B","0.973","0.469","85.166","5.983","0.033"
"SRR1402590","SRR8233133","G","Hs","67247","0","Liver","normal","B","2.087","1.461","26.162","2.135","0.013"
"SRR1402772","SRR8233155","G","Hs","34187","0","Stomach","normal","B","0.923","0.397","49.637","4.631","0.400"
"SRR1402794","SRR8233263","G","Hs","22825","0","Muscle - Skeletal","normal","B","0.650","0.591","11.402","12.022","0.006"
"SRR1402840","SRR8233165","G","Hs","52722","0","Brain - Spinal cord (cervical c-1)","normal","B","1.763","0.000","39.170","3.325","22.851"
"SRR1402882","NA","G","Hs","64258","0","Brain - Spinal cord (cervical c-1)","normal","B","1.728","0.960","43.109","3.163","17.796"
"SRR1402900","NA","G","Hs","56413","0","Brain - Frontal Cortex (BA9)","normal","B","1.839","1.628","59.537","13.966","16.010"
"SRR1402922","SRR8233154","G","Hs","156418","0","Thyroid","normal","B","2.169","1.197","102.369","8.360","0.628"
"SRR1402944","SRR8233227","G","Hs","86256","0","Esophagus - Muscularis","normal","B","2.395","16.844","78.883","58.221","1.172"
"SRR1402962","SRR8233251","G","Hs","113714","0","Adipose - Subcutaneous","normal","B","1.864","4.061","70.014","13.870","0.730"
"SRR1402986","NA","G","Hs","59334","0","Lung","normal","B","1.094","2.213","88.453","56.517","2.691"
"SRR1403005","SRR8233684","G","Hs","69861","0","Adipose - Subcutaneous","normal","B","1.532","1.175","55.625","10.678","0.318"
"SRR1403028","SRR8233695","G","Hs","34834","0","Esophagus - Muscularis","normal","B","1.384","3.865","67.868","82.567","0.713"
"SRR1403050","SRR8233262","G","Hs","62695","0","Brain - Caudate (basal ganglia)","normal","B","2.055","2.344","39.577","12.680","2.979"
"SRR1403072","NA","G","Hs","26021","0","Artery - Coronary","normal","B","0.756","0.735","65.648","8.845","0.051"
"SRR1403089","NA","G","Hs","63467","0","Stomach","normal","B","1.793","1.607","102.204","18.316","0.527"
"SRR1403110","SRR8233747","G","Hs","40718","0","Artery - Aorta","normal","B","1.362","20.219","59.585","94.945","0.206"
"SRR1403133","SRR8233136","G","Hs","16166","0","Muscle - Skeletal","normal","B","0.368","0.262","8.718","3.728","0.004"
"SRR1403154","NA","G","Hs","73121","0","Adipose - Visceral (Omentum)","normal","B","1.850","1.967","83.063","17.367","0.049"
"SRR1403177","SRR8233740","G","Hs","151095","0","Skin - Sun Exposed (Lower leg)","normal","B","2.442","3.676","94.876","55.087","3.929"
"SRR1403199","SRR8233161","G","Hs","59318","0","Esophagus - Mucosa","normal","B","1.524","1.418","50.582","7.858","0.210"
